url,source_type,lang,chunk_index,chunk_text
https://www.th-owl.de/skim/dokumentation/funknetzwerk/eduroam/windows/,html,de,1,"ntifizierung einrichten, finden Sie hier in unserer Dokumentation zur Zwei Faktor Authentifizierung. Link zur S(kim)-Dokumentation: Zwei-Faktor-Authentifizierung Klicken Sie auf „WLAN Installationsprogramm“ Download des Installationsprogramms auf den lokalen Rechner (2) Öffnen Rufen Sie ihren Downloads Ordner auf und stellen Sie sicher, dass beide Dateien vorhanden sind. (Installationsprogramm und Zertifikat). Starten Sie die Installation mit einem Doppelklick auf ""edurom-W10-TH-OWL"". Falls eine Sicherheitswarnung erscheint, mit „Ausführen“ bestätigen. (3) Installieren Beim Willkommensfenster mit „Weiter“ fortfahren. Den Hinweis (Nur für Anwender der TH-OWL) mit „OK“ bestätigen. Den nächsten Hinweis (Installation wird vorbereitet) ebenfalls mit „OK“ bestätigen (4) Zertifikat auswählen Das Installationsprogramm benötigt jetzt das Hochschulzertifikat. Dazu den Downloads Ordner aufrufen, das Zertifikat (EduCert_XXX.p12) auswählen und mit „Öffnen“ bestätigen. Das Installationsprogramm benötigt das Passwort zu ihrem Benutzernamen. Dieses bitte hier eintragen und auf „Installieren“ klicken. Das Installationsprogramm installiert nun das Zertifikat und konfiguriert das Netzwerk. Dies kann"
https://www.th-owl.de/skim/dokumentation/funknetzwerk/eduroam/windows/,html,de,2,"tigt das Passwort zu ihrem Benutzernamen. Dieses bitte hier eintragen und auf „Installieren“ klicken. Das Installationsprogramm installiert nun das Zertifikat und konfiguriert das Netzwerk. Dies kann eine Weile dauern. (5) Fertigstellen Wenn die Installation abgeschlossen ist, können Sie das Fenster über „Fertigstellen“ schließen. Die Installation des Zertifikats und die Konfiguration des Netzwerks ""eduroam"" sind jetzt erledigt. Die Verbindung zum Netzwerk ""eduroam"" wird nun automatisch hergestellt. Falls nicht, können Sie die Verbindung mit einem Klick auf das Netzwerk herstellen."
https://www.th-owl.de/en/skim/documentation/wireless-network/eduroam/apple-macos/,html,en,0,"S(kim) - Service Kommunikation Information Medien Dokumentation: Funknetzwerk (WLAN) TH OWL S(kim) Documentation Wireless network eduroam Apple macOS To set up the ""eduroam"" wireless network, you need the following things in advance: Internet access - depending on your location, there are three ways to access the Internet: Via the free wireless network ""Conference & Guests"" at all university locations Via internet access with your smartphone (tethering) From home via your own internet access (DSL) Note - As an alternative to the text and image instructions, you can also use our screencasts for setting up. Note - The interface may differ slightly depending on the macOS version, but the installation process is generaly the same. For current versions of macOS, you can install eduroam conveniently via the browser: (1) Download (2) Allow Download (3) Configuration profile (4) Profile System Settings (5) Install (6) Confirmation (7) Password (8) local authentication (9) Successfully connected (1) Download Open the website https://mdl.th-owl.de/mobile/ with a browser and click on ""EDUROAM_MOBILECONFIG"". Use your user name and password to log in. A second factor is also required to log in."
https://www.th-owl.de/en/skim/documentation/wireless-network/eduroam/apple-macos/,html,en,1,"d (1) Download Open the website https://mdl.th-owl.de/mobile/ with a browser and click on ""EDUROAM_MOBILECONFIG"". Use your user name and password to log in. A second factor is also required to log in. Instructions on how to set up two-factor authentication can be found here in our documentation on two-factor authentication. Link to the S(kim) documentation: Two-factor authentication (2) Allow Download Allow downloads from the website (3) Configuration profile The profile is downloaded. You should now open the system settings. (4) Profile System Settings Search for profiles in the system settings (5) Install Install the profile (6) Confirmation Continue the Installation (7) Password Enter the password of the user certificate (the same password as for the other services, for example ILIAS) (8) local authentication Enter the user password of your computer (9) Successfully connected The network can be connected"
https://www.th-owl.de/skim/dokumentation/funknetzwerk/eduroam/apple-macos/,html,de,0,"S(kim) - Service Kommunikation Information Medien Dokumentation: Funknetzwerk (WLAN) TH OWL S(kim) Dokumentation Funknetzwerk eduroam Apple macOS Für die Einrichtung des Funknetzwerk "" eduroam "" benötigen Sie vorab die folgenden Dinge: Einen Zugang zum Internet - Diesen erhalten Sie je nach Standort über drei Möglichkeiten: Über das freie Funknetzwerk "" Conference & Guests "" an allen drei Standorten der Hochschule Über einen Internetzugang mit Ihrem Smartphone (Tethering) Von zu Hause über Ihren eigenen Internetzugang (DSL) Hinweis - Als Alternative zur Text und Bildanleitung können Sie auch unsere Screencasts zur Einrichtung nutzen. Hinweis - Die Oberfläche kann je nach ""macOS""-Version geringfügig abweichen, der Ablauf der Installation ist aber identisch. Für aktuelle Versionen von macOS können Sie die eduroam-Installation bequem über den Browser vornehmen: (1) Webseite (2) Download (3) Profil (4) Systemeinstellungen (5) Installation (6) Fortfahren (7) Passwort (8) Benutzerdaten (9) Installation erfolgreich (1) Webseite Mit einem Browser die Webseite https://mdl.th-owl.de/mobile/ öffnen und auf ""EDUROAM_MOBILECONFIG"" klicken. Für die Anmeldung nutzen Sie Ihren Benutzernamen und da"
https://www.th-owl.de/skim/dokumentation/funknetzwerk/eduroam/apple-macos/,html,de,1,"nstallation erfolgreich (1) Webseite Mit einem Browser die Webseite https://mdl.th-owl.de/mobile/ öffnen und auf ""EDUROAM_MOBILECONFIG"" klicken. Für die Anmeldung nutzen Sie Ihren Benutzernamen und das Passwort. Außerdem ist ein zweiter Faktor zur Anmeldung notwendig. Eine Anleitung, wie Sie die Zwei Faktor-Authentifizierung einrichten, finden Sie hier in unserer Dokumentation zur Zwei Faktor Authentifizierung. Link zur S(kim)-Dokumentation: Zwei-Faktor-Authentifizierung (2) Download Der Webseite erlauben Dateien herunterzuladen (3) Profil Das Konfigurationsprofil ist heruntergeladen. Öffnen Sie die Systemeinstellungen, um fortzufahren. (4) Systemeinstellungen Wenn Sie nach Profile suchen, finden Sie das Konfigurationsprofil für Eduroam (5) Installation Hier klicken Sie auf den Button ""Installieren..."" (6) Fortfahren Jetzt können Sie Fortfahren (7) Passwort Passwort vom Benutzerzugang eingeben (8) Benutzerdaten Lokale Benutzerdaten eingeben, um die Installation der Zertifikate vorzunehmen. (9) Installation erfolgreich Die Installation war erfolgreich, wenn Sie dieses Bild sehen. Nun ist eine Verbindung zum WLAN-Netzwerk eduroam möglich."
https://www.th-owl.de/skim/dokumentation/funknetzwerk/eduroam/apple-macos/,html,de,2,"men. (9) Installation erfolgreich Die Installation war erfolgreich, wenn Sie dieses Bild sehen. Nun ist eine Verbindung zum WLAN-Netzwerk eduroam möglich."
https://www.th-owl.de/en/skim/documentation/wireless-network/eduroam/apple-ios/,html,en,0,"S(kim) - Service Kommunikation Information Medien Dokumentation: Funknetzwerk (WLAN) TH OWL S(kim) Documentation Wireless network eduroam Apple iOS To set up the ""eduroam"" wireless network, you need the following things in advance: Internet access - depending on your location, there are three ways to access the Internet: Via the free wireless network ""Conference & Guests"" at all university locations Via internet access with your smartphone (tethering) From home via your own internet access (DSL) Your user certificate - You can find out how to obtain this certificate (EduCert.p12) in the user certificate documentation . Note - As an alternative to the text and image instructions, you can also use our screencasts to set this up. (1) Download file (2) Authorize (3) System settings (4) Select profile (5) Install profile (6) Enter the code (7) Install (8) Confirm (9) Password (10) Done (11) Access possible (1) Download file Open the website mdl.th-owl.de/mobile/ in your browser and download the ""EDUROAM.MOBILECONFIG"" file. Use your username and password to log in. A second factor is also required to log in. Instructions on how to set up two-factor authentication can be found here in our"
https://www.th-owl.de/en/skim/documentation/wireless-network/eduroam/apple-ios/,html,en,1,"the ""EDUROAM.MOBILECONFIG"" file. Use your username and password to log in. A second factor is also required to log in. Instructions on how to set up two-factor authentication can be found here in our documentation on two-factor authentication. Link to the S(kim) documentation: Two-factor authentication (2) Authorize Click on ""Allow"" to enable the configuration (3) System settings Close the message and open the system settings (4) Select profile Select the loaded profile (5) Install profile Install the profile (6) Enter the code Enter the code of the device (7) Install Install the profile (8) Confirm Confirm the installation (9) Password Enter the password (10) Done Click on ""Done"" to complete the installation. (11) Access possible The profile is installed and access to the Eduroam network is possible."
https://www.th-owl.de/skim/dokumentation/funknetzwerk/eduroam/apple-ios/,html,de,0,"S(kim) - Service Kommunikation Information Medien Dokumentation: Funknetzwerk (WLAN) TH OWL S(kim) Dokumentation Funknetzwerk eduroam Apple iOS Für die Einrichtung des Funknetzwerk "" eduroam "" benötigen Sie vorab die folgenden Dinge: Einen Zugang zum Internet - Diesen erhalten Sie je nach Standort über drei Möglichkeiten: Über das freie Funknetzwerk "" Conference & Guests "" an allen drei Standorten der Hochschule Über einen Internetzugang mit Ihrem Smartphone Von zu Hause über Ihren eigenen Internetzugang Hinweis - Als Alternative zur Text und Bildanleitung können Sie auch unsere Screencasts zur Einrichtung nutzen. (1) Datei herunterladen (2) Zulassen (3) Systemeinstellungen (4) Profil auswählen (5) Profil installieren (6) Code eingeben (7) Installieren (8) Bestätigen (9) Passwort (10) Fertig (11) Zugriff möglich (1) Datei herunterladen Im Browser die Webseite https://mdl.th-owl.de/mobile/ öffnen und die ""EDUROAM.MOBILECONFIG"" Datei laden. Für die Anmeldung nutzen Sie Ihren Benutzernamen und das Passwort. Außerdem ist ein zweiter Faktor zur Anmeldung notwendig. Eine Anleitung, wie Sie die Zwei Faktor-Authentifizierung einrichten, finden Sie hier in unserer Dokumentation zur Zwei Fak"
https://www.th-owl.de/skim/dokumentation/funknetzwerk/eduroam/apple-ios/,html,de,1,"n und das Passwort. Außerdem ist ein zweiter Faktor zur Anmeldung notwendig. Eine Anleitung, wie Sie die Zwei Faktor-Authentifizierung einrichten, finden Sie hier in unserer Dokumentation zur Zwei Faktor Authentifizierung. Link zur S(kim)-Dokumentation: Zwei-Faktor-Authentifizierung (2) Zulassen Auf ""Zulassen"" klicken um die Konfiguration zu ermöglichen. (3) Systemeinstellungen Die Meldung Schließen und die Systemeinstellungen öffnen (4) Profil auswählen Das geladene Profil auswählen. (5) Profil installieren Das Profil installieren (6) Code eingeben Den Code des Geräts eingeben (7) Installieren Das Profil installieren (8) Bestätigen Die Installation bestätigen (9) Passwort Das Passwort zum Benutzerzugang eingeben (10) Fertig Auf ""Fertig"" klicken um die Installation abzuschließen. (11) Zugriff möglich Das Profil ist installiert und der Zugriff auf das Eduroam Netzwerk ist möglich"
https://www.th-owl.de/en/skim/documentation/wireless-network/eduroam/linux/,html,en,0,"S(kim) - Service Kommunikation Information Medien Dokumentation: Funknetzwerk (WLAN) TH OWL S(kim) Documentation Wireless network eduroam Linux To set up the ""eduroam"" wireless network, you need the following things in advance: Internet access - depending on your location, there are three ways to access the Internet: Via the free wireless network ""Conference & Guests"" at all three university locations Via internet access with your smartphone (tethering) From home via your own internet access (DSL) Your user certificate - You can find out how to obtain this certificate (EduCert.p12) with the help of the above Internet access in the user certificate documentation referred to here. Open the configuration for the WLAN networks on the Linux system, which can usually be opened via the context menu in the status bar. Note - The menus may look different. If you encounter any problems, you are welcome to contact us. Select the WLAN ""eduroam"" there and start the further configuration via the ""Connect"" button: Wifi-Security - For connection security, please use ""WPA & WPA2-Enterprise"" and ""TLS"" as authentication Identity - As the access authorization is defined via the certificate, you only n"
https://www.th-owl.de/en/skim/documentation/wireless-network/eduroam/linux/,html,en,1,"nnect"" button: Wifi-Security - For connection security, please use ""WPA & WPA2-Enterprise"" and ""TLS"" as authentication Identity - As the access authorization is defined via the certificate, you only need to ensure that the domain ""th-owl.de"" is used under ""Identity"". We recommend entering ""anonymous@th-owl.de"". User certificate - For the ""User certificate"" field, click on the field, select ""Load from file"" and select the downloaded user certificate ""EduCert.p12"". Private user key - The ""Private key"" field is filled in automatically. Password of the privat key - The required password is identical to your IDM password at the time of certificate creation. Checkbox - Activate the property ""CA certificate is not required"". Save settings - Save these settings using the ""Connect"" button, which also establishes the connection to Eduroam."
https://www.th-owl.de/skim/dokumentation/funknetzwerk/eduroam/linux/,html,de,0,"S(kim) - Service Kommunikation Information Medien Dokumentation: Funknetzwerk (WLAN) TH OWL S(kim) Dokumentation Funknetzwerk eduroam Linux Für die Einrichtung des Funknetzwerk "" eduroam "" benötigen Sie vorab die folgenden Dinge: Einen Zugang zum Internet - Diesen erhalten Sie je nach Standort über drei Möglichkeiten: Über das freie Funknetzwerk "" Conference & Guests "" an allen drei Standorten der Hochschule Über einen Internetzugang mit Ihrem Smartphone (Tethering) Von zu Hause über Ihren eigenen Internetzugang (DSL) Ihr Hochschulzertifikat - Wie Sie dieses Zertifikat (EduCert.p12) erhalten, erfahren Sie mit Hilfe des obigen Internetzugangs in der hier verwiesenen Dokumentation Hochschulzertifikat . Anwendung starten Eingabe Anwendung starten Öffnen Sie auf dem Linux-System die Konfigurations-Anwendung für die WLAN-Netzwerke, die sich üblicherweise über das Kontextmenü in der Statusleiste öffnen lässt. Wählen Sie dort die WLAN-ESSID ""eduroam"" aus und starten Sie die weitere Konfiguration über die Schaltfläche ""Verbinden"": Eingabe Wifi-Security - Für die Verbindungs-Sicherheit verwenden Sie bitte ""WPA- & WPA2-Enterprise"" und als Legitimierung ""TLS"" Identity - Da die Zugangsberechti"
https://www.th-owl.de/skim/dokumentation/funknetzwerk/eduroam/linux/,html,de,1,"ion über die Schaltfläche ""Verbinden"": Eingabe Wifi-Security - Für die Verbindungs-Sicherheit verwenden Sie bitte ""WPA- & WPA2-Enterprise"" und als Legitimierung ""TLS"" Identity - Da die Zugangsberechtigung über das Zertifikat festgelegt wird, ist unter ""Identität"" lediglich darauf zu achten, dass die Domäne ""th-owl.de"" verwendet wird. Wir empfehlen, ""anonymous@th-owl.de"" einzutragen. User-Zertifikat - Für das Feld ""User-Zertifikat"" klicken Sie auf das Feld, wählen Sie ""Aus Datei laden"" und wählen Sie das heruntergeladene Benutzerzertifikat "" EduCert.p12 "" aus. Geheimer User-Schlüssel - Das Feld ""Geheimer Schlüssel"" wird dabei automatisch gefüllt. Passwort des User-Schlüssels - Das benötigte Passwort ist identisch mit Ihrem IDM-Passwort zu dem Zeitpunkt der Zertifikatserstellung. Checkbox - Aktivieren Sie die Eigenschaft ""CA-Zertifikat ist nicht erforderlich"". Einstellungen sichern - Speichern Sie diese Einstellungen über die Schaltfläche ""Verbinden"", womit auch die Verbindung zum Eduroam hergestellt wird."
https://www.th-owl.de/en/skim/documentation/university-certificate/,html,en,0,"S(kim) - Service Kommunikation Information Medien Dokumentation: Hochschulzertifikat TH OWL S(kim) Documentation University certificate The university certificate is used to log in to the eduroam wireless network, to log in to the university via VPN and to register for exams in the student portal. Note: As an alternative to these instructions, you can also use our screencasts. Link to the screencasts: IT Basics The university certificate is only generated once. However, you can download it as often as you like. Your user password is linked to the certificate at the time of the request. You will need this password when installing the certificate. This means that if you want to reinstall the certificate at a later date and have changed your user password in the meantime, you will need the password from the time of the request. To set up the certificate, you must allow pop-ups in the web browser. Good to know: The identity management can be used with all common web browsers. However, we recommend the Mozilla Firefox web browser. Apply To apply, proceed as follows: Open the identity management (IDM) Link to the identity management https://idm.th-owl.de To log in, use your username and"
https://www.th-owl.de/en/skim/documentation/university-certificate/,html,en,1,"ecommend the Mozilla Firefox web browser. Apply To apply, proceed as follows: Open the identity management (IDM) Link to the identity management https://idm.th-owl.de To log in, use your username and password. A second factor is also required to log in. You can find instructions on how to set up two-factor authentication here: Link to the S(kim)-Documentation: two-factor authentication Go to the ""Applications (Anwendungen)"" tab Click on the field ""Request university certificate (Hochschulzertifikat anfordern)"" A new window or tab will open. Please make sure that your web browser allows this. Click on the ""Send (Senden)"" button to finalize the process. You will receive a notification that your application has been successful. Download and install To download , first go to the following page on your device: www.th-owl.de/mobile (link opens in new window). Then click on the “Certificate” button. Note: If you receive the message “no certificate”, you should apply for the certificate in the IDM. Then proceed as follows to install (depending on your device): Windows: Save the certificate and install it by double-clicking on it. macOS and iOS: The certificate is installed simply by settin"
https://www.th-owl.de/en/skim/documentation/university-certificate/,html,en,2,"IDM. Then proceed as follows to install (depending on your device): Windows: Save the certificate and install it by double-clicking on it. macOS and iOS: The certificate is installed simply by setting up the eduroam network. Android: Follow the eduroam and VPN instructions linked below Good to know: The website www.th-owl.de/mobile recognizes the operating system of your device and only offers you the appropriate components. If this recognition does not work - or you need a component in a different format - simply click on the word “Contact” at the bottom of the page. You will then see an overview of all operating systems. Important for Mozilla-Firefox users: The Mozilla Firefox browser does not use the certificates stored in the system, but has its own certificate management. If you want to access certificate-based pages (student portal, digital time recording) with this browser, you must also integrate the certificate in the browser. You can read how this works in these instructions: Setting up the university certificate in the Mozilla Firefox browser How do I continue reading with an existing certificate? After you have downloaded (and installed) the university certificate, you"
https://www.th-owl.de/en/skim/documentation/university-certificate/,html,en,3,": Setting up the university certificate in the Mozilla Firefox browser How do I continue reading with an existing certificate? After you have downloaded (and installed) the university certificate, you will learn in the following documentation how to set up the eduroam wireless network or the VPN connection with the certificate and how to install the certificate correctly in the web browser in order to access the student portal: Configuration of the eduroam wireless network Configuration of the university dial-in (VPN) Setting up the web browser for the student portal Delete If you want to delete the certificates installed on your device, you can find text instructions for your operating system here: MS Windows 10/11 Press the [Windows] and [R] keys simultaneously to open the ""Run"" command. Enter ""certmgr.msc"" here and confirm with ""OK"". The Certificate Manager will then start. Open the ""My certificates"" folder and click in the ""Certificates"" folder Delete the certificates of the university and confirm here to delete the certificate Apple macOS Open system settings Select profiles Click on the minus symbol Confirm that this profile should be deleted Enter the device password Apple i"
https://www.th-owl.de/en/skim/documentation/university-certificate/,html,en,4,"sity and confirm here to delete the certificate Apple macOS Open system settings Select profiles Click on the minus symbol Confirm that this profile should be deleted Enter the device password Apple iOS Open the settings Select the General menu item Now select the menu item VPN and device management Select configuration profiles Tap on ""Remove profile"" Enter your personal code Confirm with ""Remove"" Android First open the settings Scroll to the ""Device security"" menu item Scroll down and select ""Other security settings"" Select the menu item: ""Delete authorisations"" and confirm with ""OK"" Enter your PIN as the last step Renew If your certificate expires or you have applied for a new one, proceed as follows: Apply for a new certificate in the IDM (see section Apply) Delete the old certificates from your devices (see section Delete) Download the certificate and install it. (see section Download and install) Important: For use in the VPN client, the certificate must also be added again from client version 3 onwards. You can find more information here: Replacing the certificate in the VPN Client (Windows) Replacing the certificate in the VPN Client (iOS) Replacing the certificate in the V"
https://www.th-owl.de/en/skim/documentation/university-certificate/,html,en,5,client version 3 onwards. You can find more information here: Replacing the certificate in the VPN Client (Windows) Replacing the certificate in the VPN Client (iOS) Replacing the certificate in the VPN Client (macOS) Replacing the certificate in the VPN Client (Android) E-Mail: support@th-owl.de Phone: +49 5261 702-2222
https://www.th-owl.de/skim/dokumentation/hochschulzertifikat/,html,de,0,"S(kim) - Service Kommunikation Information Medien Dokumentation: Hochschulzertifikat TH OWL S(kim) Dokumentation Hochschulzertifikat Um verschiedene Dienste der TH OWL nutzen zu können, benötigen Hochschulmitglieder ein persönliches Hochschulzertifikat. Für folgende Dienste ist ein Hochschulzertifkat nötig: Funknetzwerk Eduroam Hochschuleinwahl per VPN Anmelden im Studierendenportal (zur Prüfungsanmeldung und -übersicht) In der folgenden Dokumentation erfahren Sie alles Wissenswerte rund um das Hochschulzertifkat: Allgemeines zum Hochschulzertifikat Hochschulzertifikat beantragen Herunterladen und installieren Hochschulzertifikat löschen Hochschulzertifikat erneuern Das Hochschulzertifikat ist eine Datei, die für jedes Hochschulmitglied auf Antrag erstellt wird. Mit dem Hochschulzertifikat authentifizieren Sie sich für verschiedene Dienste der TH OWL. Um es nutzen zu können, gehen Sie folgendermaßen vor: Beantragen Sie das Zertifkat einmalig im Benutzerportal (IDM), danach können Sie das Zertfikat so oft herunterladen wie Sie mögen. Konfigurieren Sie das Zertifikat für den gewünschten Dienst. Gut zu wissen: Das Hochschulzertifikat hat eine Gültigkeit von fünf Jahren. Etwa einen Mon"
